형태소,품사,분류,카운트
느꼇던,Noun,1,1
느꼈고,Verb,5,1
느꼈는데,Verb,5,2
느꼈다,Verb,4,1
느꼈다고,Verb,1,1
느꼈다며,Verb,5,1
느꼈던,Verb,4,1
느꼈습니다,Verb,3,2
느꼈습니다,Verb,4,4
느꼈습니다,Verb,5,3
느꼈어요,Verb,4,1
느꼈어요,Verb,5,2
느꼈을지도,Verb,5,1
느꼈음,Verb,3,1
느꼈음,Verb,5,1
느끼게,Verb,4,1
느끼게,Verb,5,2
느끼고,Verb,1,1
느끼고,Verb,5,1
느끼길,Verb,5,1
느끼는,Verb,5,1
느끼며,Verb,5,3
느끼면,Verb,5,1
느끼지,Verb,5,1
느끼지만,Verb,3,1
느끼지만,Verb,5,1
느낀,Verb,5,2
느낀건,Verb,2,1
느낄,Verb,1,1
느낄,Verb,4,2
느낄,Verb,5,10
느낄수,Verb,4,1
느낄수,Verb,5,4
느낄수록,Verb,5,1
느낄수있는,Verb,5,1
느낌,Noun,1,9
느낌,Noun,2,9
느낌,Noun,3,18
느낌,Noun,4,36
느낌,Noun,5,70
느낌,Verb,4,1
느낌나고,Verb,4,1
느낌마,Verb,3,1
느낌이구요,Verb,2,1
느낌이네요,Verb,5,1
느낌이었고,Verb,2,1
느낌이었고,Verb,5,1
느낌이었는데,Verb,3,1
느낌이었다,Verb,5,1
느낌이었습니다,Verb,1,1
느낌이었습니다,Verb,2,1
느낌이었습니다,Verb,3,2
느낌이었습니다,Verb,4,2
느낌이었습니다,Verb,5,2
느낌이었어요,Verb,5,4
느낌이었음,Verb,2,1
느낌이었음,Verb,5,1
느낌이였습니다,Verb,5,1
느낍니다,Verb,1,1
느림,Adjective,4,1
느슨하니,Adjective,4,1
는,Josa,1,91
는,Josa,2,48
는,Josa,3,83
는,Josa,4,180
는,Josa,5,381
는,Verb,1,2
는,Verb,2,1
는,Verb,3,2
는,Verb,4,2
는,Verb,5,6
는걸,Noun,3,1
는걸,Noun,5,1
는게,Verb,5,1
는데,Verb,1,1
는데,Verb,2,1
는데,Verb,4,1
는데,Verb,5,4
늘,Noun,1,1
늘,Noun,3,1
늘,Noun,4,4
늘,Noun,5,14
늘려주었으면,Verb,5,1
늘어나는,Verb,3,1
늘어놓네요,Verb,1,1
늘어선,Verb,5,1
늘었으면,Verb,4,1
능동,Noun,5,1
능력,Noun,1,1
능숙한,Adjective,5,1
늦,Noun,5,1
늦가을,Noun,5,3
늦게,Verb,1,6
늦게,Verb,2,1
늦게,Verb,3,1
늦게,Verb,4,10
늦게,Verb,5,11
늦게까지,Verb,1,2
늦게까지,Verb,2,1
늦게까지,Verb,4,2
늦게까지,Verb,5,6
늦게는,Verb,3,1
늦게다시,Verb,4,1
늦게부터,Verb,5,1
늦어,Verb,4,1
늦어서,Verb,5,2
늦었지만,Verb,5,1
늦으면,Verb,2,1
늦으면,Verb,3,1
늦은,Verb,3,3
늦은,Verb,4,3
늦은,Verb,5,15
늦지,Verb,1,1
니,Josa,1,3
니,Josa,2,1
니,Josa,3,3
니,Josa,4,6
니,Josa,5,11
니,Noun,1,1
니,Noun,3,7
니,Noun,4,9
니,Noun,5,6
니까,Josa,1,11
니까,Josa,3,2
니까,Josa,4,2
니까,Josa,5,5
니깐,Josa,1,1
니당,Verb,4,3
니당,Verb,5,14
니드,Noun,4,1
니지,Noun,1,1
님,Noun,4,1
님,Noun,5,6
님,Suffix,4,5
님,Suffix,5,38
님들,Noun,5,1
님이셨,Noun,5,1
다,Adverb,1,10
다,Adverb,2,16
다,Adverb,3,17
다,Adverb,4,42
다,Adverb,5,157
다,Josa,1,7
다,Josa,2,3
다,Josa,3,19
다,Josa,4,29
다,Josa,5,82
다,Noun,5,3
다가,Noun,1,1
다가,Noun,5,5
다가갑니다,Verb,5,2
다가서는,Verb,5,1
다가오는,Verb,5,1
다가온,Verb,5,1
다가와,Verb,4,1
다가와,Verb,5,4
다가와서,Verb,5,2
다가왔네요,Verb,4,1
다가왔던건,Verb,5,1
다거나,Eomi,5,1
다괜챦았습니,Noun,4,1
다기,Noun,4,2
다날,Noun,4,1
다녀,Verb,1,2
다녀,Verb,2,1
다녀,Verb,3,3
다녀,Verb,5,15
다녀가시는것,Verb,5,1
다녀갈것,Verb,5,1
다녀갑니다,Verb,5,2
다녀도,Verb,4,1
다녀서,Verb,4,1
다녀오고,Verb,5,2
다녀오기,Verb,5,2
다녀오는,Verb,1,1
다녀오니,Verb,3,1
다녀오자,Verb,1,1
다녀온,Verb,3,1
다녀온,Verb,5,5
다녀온지,Verb,5,1
다녀올,Verb,4,1
다녀옴,Verb,3,1
다녀와,Verb,1,1
다녀와,Verb,4,1
다녀와,Verb,5,2
다녀와서,Verb,3,1
다녀와서,Verb,4,1
다녀와서,Verb,5,3
다녀왔네요,Verb,5,1
다녀왔는데,Verb,1,1
다녀왔는데,Verb,5,4
다녀왔다,Verb,5,1
다녀왔던,Verb,5,1
다녀왔습니다,Verb,1,1
다녀왔습니다,Verb,3,1
다녀왔습니다,Verb,4,3
다녀왔습니다,Verb,5,9
다녀왔어요,Verb,5,5
다녀왔었는데,Verb,5,1
다녀왔지만,Verb,5,1
다녔네요,Verb,4,1
다녔는데,Verb,4,1
다녔는데,Verb,5,2
다녔던,Verb,1,1
다녔던,Verb,5,1
다녔어요,Verb,5,3
다녔었는데,Verb,1,1
다녔지만,Verb,1,2
다녔지만,Verb,5,1
다니,Verb,1,1
다니,Verb,4,1
다니,Verb,5,2
다니고,Verb,5,1
다니기,Verb,3,2
다니기,Verb,4,2
다니기,Verb,5,5
다니느라,Verb,2,1
다니느라,Verb,5,2
다니는,Verb,1,1
다니는,Verb,5,3
다니는데,Verb,1,1
다니는데,Verb,5,1
다니니,Verb,5,2
다니니까,Verb,5,1
다니다,Verb,4,1
다니다,Verb,5,2
다니던,Verb,5,1
다니면,Verb,2,1
다니면,Verb,5,1
다니면서,Verb,1,1
다니면서,Verb,5,2
다니시기에,Verb,5,1
다니지만,Verb,4,1
다닐,Verb,3,2
다닐,Verb,5,6
다님,Verb,1,1
다닙니다,Verb,2,1
다닙니다,Verb,4,1
다다,Noun,4,1
다듬어져,Verb,4,1
다라,Noun,3,1
다려집니다,Verb,5,1
다르게,Adjective,1,1
다르게,Adjective,3,1
다르게,Adjective,4,2
다르게,Adjective,5,5
다르겠지만,Adjective,3,1
다르고,Adjective,1,1
다르구나,Adjective,5,1
다르네요,Adjective,4,1
다르네요,Adjective,5,1
다르니,Adjective,5,1
다르다,Adjective,1,1
다르더라구요,Adjective,5,1
다르지도,Adjective,5,1
다른,Modifier,1,3
다른,Modifier,2,2
다른,Modifier,3,4
다른,Modifier,4,6
다른,Modifier,5,25
다른,Modifier,8,1
다른,Noun,1,15
다른,Noun,2,8
다른,Noun,3,9
다른,Noun,4,26
다른,Noun,5,76
다른건,Adjective,5,1
다른데,Adjective,4,2
다른데,Adjective,5,3
다를,Adjective,1,2
다를,Adjective,5,1
다를까,Adjective,3,1
다를까,Adjective,5,1
다름아니라,Adjective,5,1
다름없이,Adverb,3,1
다름이,Adjective,1,1
다릅니다,Adjective,5,1
다리,Noun,1,1
다리,Noun,3,1
다리,Noun,4,1
다리,Noun,5,1
다리고,Verb,1,1
다리미,Noun,5,1
다리있는,Verb,5,1
다린것처럼,Verb,4,1
다만,Noun,1,2
다만,Noun,2,1
다만,Noun,3,15
다만,Noun,4,67
다만,Noun,5,59
다믕,Noun,5,1
다방,Noun,4,1
다사,Noun,5,1
다섯,Determiner,4,1
다섯,Determiner,5,3
다섯,Modifier,4,1
다셨던데,Verb,1,1
다소,Noun,1,3
다소,Noun,2,1
다소,Noun,3,7
다소,Noun,4,15
다소,Noun,5,16
다수,Noun,2,1
다수,Noun,5,1
다시,Noun,1,22
다시,Noun,2,8
다시,Noun,3,9
다시,Noun,4,31
다시,Noun,5,152
다시가고,Verb,4,1
다시는,Verb,1,12
다시는,Verb,2,2
다시는,Verb,5,1
다시오게,Verb,5,1
다시오고,Verb,5,4
다시오고싶네요,Verb,5,1
다시오고싶다,Verb,5,1
다시오고싶은,Verb,5,1
다시오기로,Verb,5,1
다시오면,Verb,5,1
다신,Verb,1,4
다신,Verb,2,1
다신,Verb,4,1
다양,Noun,4,2
다양,Noun,5,1
다양성,Noun,4,1
다양성,Noun,5,1
다양하게,Adjective,2,1
다양하게,Adjective,4,1
다양하게,Adjective,5,12
다양하게있어,Adjective,5,1
다양하고,Adjective,4,2
다양하고,Adjective,5,7
다양하구,Adjective,5,1
다양하니,Adjective,5,1
다양하면서도,Adjective,5,1
다양하지,Adjective,3,1
다양하지,Adjective,5,1
다양하지는,Adjective,4,1
다양하진,Adjective,1,1
다양한,Adjective,3,2
다양한,Adjective,4,10
다양한,Adjective,5,35
다양할,Adjective,5,1
다양함에,Adjective,5,1
다양함은,Adjective,5,1
다양합니다,Adjective,5,1
다양해서,Adjective,4,1
다양해서,Adjective,5,7
다양해요,Adjective,5,1
다양했고,Adjective,5,1
다양했습니다,Adjective,5,1
다양했어요,Adjective,5,1
다양했으나,Adjective,4,1
다운,Noun,1,1
다운,Noun,4,1
다운,Noun,5,6
다음,Noun,1,9
다음,Noun,2,2
다음,Noun,3,6
다음,Noun,4,53
다음,Noun,5,304
다이닝,Noun,2,1
다이닝,Noun,4,2
다이닝,Noun,5,5
다이스,Noun,4,1
다이아몬드,Noun,5,1
다인,Noun,4,1
다인,Noun,5,3
다재다능한,Adjective,5,1
다정,Noun,5,1
다정다감한,Adjective,5,1
다정하게,Adjective,5,1
다정하고,Adjective,5,1
다쳐요,Verb,2,1
다쳤는데,Verb,3,1
다쳤던게,Verb,4,1
다치고,Verb,1,1
다쿠아즈,Noun,4,1
다트,Noun,5,1
다합,Noun,4,1
다해,Noun,1,2
다해,Noun,2,1
다해,Noun,3,1
다해,Noun,4,1
다해,Noun,5,4
다행,Noun,4,3
다행,Noun,5,4
다행히,Adjective,5,2
닥,Noun,3,2
닥,Noun,4,1
닦고가서,Verb,1,1
닦달,Noun,1,1
닦아,Verb,4,1
닦아,Verb,5,1
닦아야,Verb,1,1
닦아주시는,Verb,1,1
닦은,Verb,1,1
닦이는,Verb,3,1
단,Modifier,3,2
단,Modifier,4,1
단,Modifier,5,5
단,Noun,1,2
단,Noun,2,1
단,Noun,3,5
단,Noun,4,9
단,Noun,5,8
단가,Noun,5,1
단계,Noun,5,1
단단했고,Adjective,3,1
단단했다,Adjective,2,1
단단했습니다,Adjective,3,2
단독,Noun,5,1
단둘,Noun,5,10
단번,Noun,3,1
단순,Noun,5,1
단순했다,Adjective,5,1
단순히,Adjective,4,1
단어,Noun,2,1
단연,Noun,5,6
단위,Noun,2,3
단위,Noun,3,2
단위,Noun,4,6
단위,Noun,5,14
단자,Noun,5,1
단점,Noun,1,2
단점,Noun,2,4
단점,Noun,3,7
단점,Noun,4,21
단점,Noun,5,26
단정하게,Adjective,4,1
단조,Noun,5,1
단지,Noun,1,1
단지,Noun,3,2
단지,Noun,4,12
단지,Noun,5,17
단지내에,Verb,5,2
단청,Noun,5,1
단체,Noun,1,3
단체,Noun,3,1
단체,Noun,4,1
단체,Noun,5,4
단추,Noun,5,1
단층,Noun,5,1
단침,Noun,4,1
단칼,Noun,2,1
닫거나,Verb,2,1
닫거나,Verb,5,1
닫게,Verb,5,1
닫고,Verb,1,3
닫고,Verb,3,2
닫는,Verb,3,1
닫는,Verb,4,1
닫는,Verb,5,1
닫아,Verb,3,1
닫아도,Verb,4,1
닫아서,Verb,4,1
닫아서,Verb,5,1
닫아야,Verb,3,1
닫았네요,Verb,2,1
닫았더라구요,Verb,4,1
닫았지만,Verb,5,1
닫으면,Verb,4,1
닫으면,Verb,5,1
닫은,Verb,2,1
닫은,Verb,4,2
닫음,Verb,5,1
닫혀,Verb,4,1
닫혀서,Verb,3,1
닫혀서,Verb,5,1
닫힌,Verb,4,1
닫힌것말곤,Verb,5,1
닫힘으로,Verb,5,1
달,Noun,5,2
달걀,Noun,5,1
달걀프라이,Noun,5,1
달까,Verb,3,1
달라,Noun,1,8
달라,Noun,2,2
달라,Noun,3,3
달라,Noun,4,7
달라,Noun,5,3
달라길래,Adjective,3,1
달라네요,Adjective,1,1
달라지게,Verb,5,1
달랐어요,Adjective,5,1
달래,Noun,4,1
달래,Noun,5,1
달려와,Verb,4,1
달리,Noun,4,1
달리,Noun,5,4
달린,Verb,4,1
달린다,Noun,5,1
달성,Noun,2,1
달에,Foreign,5,1
달전에,Verb,4,1
닭꼬치,Noun,5,1
닭집,Noun,3,1
닳지,Verb,5,1
담,Noun,4,4
담,Noun,5,28
담겨있는데,Verb,5,1
담그고,Verb,5,1
담그기,Verb,5,1
담긴,Verb,3,1
담날,Noun,5,1
담당,Noun,1,1
담당,Noun,2,2
담당,Noun,3,1
담당,Noun,5,1
담당자,Noun,1,2
담당자,Noun,4,1
담당자,Noun,5,1
담배,Noun,1,6
담배,Noun,2,2
담배,Noun,3,2
담배,Noun,4,2
담배,Noun,5,1
담번,Noun,4,2
담번,Noun,5,3
담아,Verb,1,1
담아,Verb,5,2
담아서,Verb,5,1
담아주셨습니다,Verb,5,1
담앤루,Noun,4,1
담요,Noun,5,2
담으셔야하고,Verb,4,1
담하셨어요,Adjective,4,1
답,Noun,1,1
답,Noun,2,1
답,Noun,4,2
답,Noun,5,11
답답하고,Adjective,2,1
답답하기도,Adjective,4,1
답답하니,Adjective,2,1
답답하지,Adjective,4,1
답답한,Adjective,1,1
답답한,Adjective,2,1
답답한,Adjective,3,2
답답한,Adjective,4,2
답답한,Adjective,5,3
답답할듯,Adjective,4,1
답답해,Adjective,2,1
답답했음,Adjective,3,1
답변,Noun,1,4
답변,Noun,3,1
답변,Noun,4,1
답변,Noun,5,2
답지,Noun,2,1
닷,Modifier,4,1
닷,Modifier,5,1
닷컴,Suffix,1,1
닷컴,Suffix,5,1
당,Modifier,1,1
당,Modifier,5,4
당,Noun,4,1
당,Suffix,1,4
당,Suffix,2,1
당,Suffix,3,3
당,Suffix,4,1
당,Suffix,5,8
당구,Noun,5,1
당근,Noun,4,1
당근,Noun,5,1
당당하기엔,Adjective,1,1
당시,Noun,5,2
당신,Noun,1,2
당신,Noun,4,1
당신,Noun,5,4
당연하고요,Adjective,5,1
당연하긴,Adjective,3,1
당연한,Adjective,2,1
당연히,Adjective,2,1
당연히,Adjective,4,1
당연히,Adjective,5,2
당일,Noun,3,1
당일,Noun,5,6
당장,Noun,5,1
당첨,Noun,3,1
당함,Adjective,1,1
당함,Adjective,3,1
당했네요,Adjective,1,1
당했습니다,Adjective,3,1
당황,Noun,1,3
당황,Noun,3,5
당황,Noun,4,3
당황,Noun,5,3
닿는,Verb,5,1
닿은,Verb,5,1
닿지,Verb,4,1
대,Modifier,1,2
대,Modifier,2,2
대,Modifier,3,2
대,Modifier,4,14
대,Modifier,5,27
대,Suffix,1,1
대,Suffix,3,1
대,Suffix,4,1
대,Suffix,5,5
대,Verb,4,4
대,Verb,5,9
대가,Noun,4,3
대가,Noun,5,2
대가족,Noun,5,2
대게,Noun,4,1
대게,Noun,5,4
대견한,Adjective,1,1
대고,Noun,2,1
대고,Noun,4,1
대규모,Noun,5,1
대기,Foreign,5,1
대기,Noun,2,2
대기,Noun,3,1
대기,Noun,4,3
대기,Noun,5,7
대기업,Noun,5,1
대기줄,Verb,4,1
대긴,Verb,5,1
대나,Verb,4,1
대놓고,Adverb,2,1
대다수,Noun,3,1
대단한,Adjective,1,2
대단한,Adjective,5,1
대단합니다,Adjective,5,1
대단히,Adjective,5,1
대답,Noun,1,1
대답,Noun,4,1
대답,Noun,5,2
대도,Noun,4,1
대도,Noun,5,1
대뜸,Noun,1,1
대략,Noun,3,1
대략,Noun,4,1
대략,Noun,5,1
대려면,Verb,3,1
대로,Josa,5,3
대로,Noun,4,1
대로,Noun,5,2
대륙,Noun,5,2
대를,Verb,1,1
대리,Noun,5,1
대리석,Noun,5,1
대만,Noun,4,1
대명,Noun,1,1
대박,Noun,5,6
대변,Noun,4,1
대보니,Verb,1,1
대부분,Noun,1,2
대부분,Noun,3,1
대부분,Noun,4,3
대부분,Noun,5,7
대비,Noun,1,3
대비,Noun,2,1
대비,Noun,3,15
대비,Noun,4,28
대비,Noun,5,50
대성공,Noun,5,1
대세,Noun,5,1
대수,Noun,4,1
대수롭지,Adjective,4,1
대시,Noun,4,2
대신,Noun,2,1
대신,Noun,4,5
대신,Noun,5,5
대안,Noun,1,1
대안,Noun,2,1
대안,Noun,5,5
대에,Foreign,2,1
대에,Verb,5,1
대여,Noun,1,2
대여,Noun,2,5
대여,Noun,4,2
대여,Noun,5,16
대우,Noun,5,1
대위,Noun,4,1
대응,Noun,1,2
대응,Noun,2,1
대응,Noun,3,3
대응,Noun,5,6
대의,Foreign,4,1
대의,Foreign,5,1
대의,Noun,3,1
대의,Noun,4,1
대의,Noun,5,4
대입,Noun,5,1
대접,Noun,1,1
대접,Noun,3,1
대접,Noun,5,3
대접받는,Verb,5,3
대접받지,Verb,3,1
대중,Noun,4,1
대중,Noun,5,1
대중교통,Noun,4,2
대중교통,Noun,5,3
대책,Noun,4,1
대처,Noun,1,1
대처,Noun,4,1
대처,Noun,5,3
대체,Noun,1,4
대체,Noun,4,1
대체로,Noun,3,2
대체로,Noun,4,5
대충,Noun,3,1
대충,Noun,5,2
대치,Noun,3,1
대치,Noun,4,1
대표,Noun,5,2
대하,Noun,1,2
대하,Noun,4,1
대하,Noun,5,3
대학,Noun,5,1
대한,Noun,1,5
대한,Noun,2,2
대한,Noun,3,2
대한,Noun,4,8
대한,Noun,5,13
대한,Noun,8,1
대한민국,Noun,1,1
대한민국,Noun,5,2
대해,Noun,1,6
대해,Noun,2,1
대해,Noun,3,1
대해,Noun,4,5
대해,Noun,5,32
대행,Noun,4,1
대형,Noun,1,1
대형,Noun,4,1
대형,Noun,5,10
대화,Noun,1,4
대화,Noun,2,1
대화,Noun,3,1
대화,Noun,5,3
댁,Noun,5,1
댈,Verb,5,1
댓,Modifier,1,1
댓,Modifier,4,1
댓글,Noun,1,2
더,Noun,1,26
더,Noun,2,11
더,Noun,3,15
더,Noun,4,50
더,Noun,5,173
더구나,Noun,1,1
더구나,Noun,5,1
더군요,Adjective,1,1
더군요,Adjective,4,1
더군요,Adjective,5,1
더니,Noun,2,1
더니,Noun,3,1
더더,Noun,5,2
더딘것이,Verb,3,1
더라구요,Adjective,3,1
더러,Noun,2,1
더러,Noun,3,2
더러운,Adjective,1,3
더러운,Adjective,3,1
더러워,Adjective,2,1
더러워,Adjective,3,2
더러워,Adjective,4,1
더러워서,Adjective,4,2
더러워서,Adjective,5,1
더러웠는데,Adjective,5,1
더러웠습니다,Adjective,1,2
더러웠습니다,Adjective,4,1
더러웠어요,Adjective,4,1
더러웠음,Adjective,2,2
더럽고,Adjective,1,3
더럽고,Adjective,3,1
더럽습니다,Adjective,1,3
더럽지는,Adjective,3,1
더불어,Verb,2,1
더불어,Verb,4,1
더불어,Verb,5,2
더블,Noun,2,6
더블,Noun,3,5
더블,Noun,4,6
더블,Noun,5,12
더블베드,Noun,2,1
더블베드,Noun,4,1
더쇼,Noun,1,1
더쇼,Noun,4,1
더없이,Noun,4,1
더없이,Noun,5,4
더오고싶네요,Adjective,4,1
더우면,Adjective,1,2
더우면,Adjective,5,1
더욱,Noun,1,1
더욱,Noun,3,1
더욱,Noun,4,7
더욱,Noun,5,24
더욱이,Noun,5,3
더운,Adjective,1,2
더운,Adjective,5,5
더운데,Adjective,5,1
더울,Adjective,5,1
더워,Adjective,1,1
더워서,Adjective,1,1
더워질,Verb,5,1
더워한,Adjective,2,1
더웠어요,Adjective,1,1
더위,Noun,1,1
더있다가,Adjective,5,1
더줘서,Adjective,4,1
더한,Adjective,5,1
더할,Adjective,5,8
더해주는,Adjective,4,1
더해준,Adjective,3,1
더해지는데,Adjective,5,1
더했습니다,Adjective,5,1
덕,Noun,2,1
덕,Noun,4,1
덕,Noun,5,7
덕분,Noun,1,2
덕분,Noun,2,1
덕분,Noun,4,7
덕분,Noun,5,55
덕인,Noun,5,1
던거,Adjective,5,1
던데,Noun,1,1
던데,Noun,5,1
던지,Verb,4,1
던지고,Verb,1,1
던지는,Verb,2,1
던집니다,Verb,5,1
덜,Noun,1,2
덜,Noun,2,2
덜,Noun,3,1
덜,Noun,4,3
덜,Noun,5,2
덜고,Verb,4,1
덜되,Verb,1,1
덜어주고,Verb,5,1
덜컹덜컹,Adverb,1,1
덜해질,Adjective,5,1
덜했고,Adjective,4,1
덤,Noun,5,4
덥고,Adjective,1,1
덥고,Adjective,3,1
덥다,Adjective,4,1
덥지도,Adjective,5,1
덩달아,Noun,5,2
덩어리,Noun,1,2
덮,Verb,4,1
덮고,Verb,1,1
데,Noun,1,4
데,Noun,3,1
데,Noun,4,4
데,Noun,5,14
데려,Verb,3,1
데리,Noun,1,3
데리,Noun,3,3
데리,Noun,4,6
데리,Noun,5,23
데리고가기,Verb,5,2
데리고는,Verb,2,1
데리고도,Verb,5,1
데블,Noun,4,1
데스크,Noun,1,3
데스크,Noun,3,1
데스크,Noun,4,2
데스크,Noun,5,14
데스크,Noun,8,1
데운다고,Verb,2,1
데워,Verb,3,1
데워서,Verb,2,2
데워져서,Verb,3,1
데이,Noun,5,1
데이트,Noun,5,1
델문,Noun,4,1
도,Foreign,5,1
도,Josa,1,137
도,Josa,2,44
도,Josa,3,99
도,Josa,4,480
도,Josa,5,1858
도,Josa,8,4
도,Noun,1,5
도,Noun,2,3
도,Noun,3,9
도,Noun,4,16
도,Noun,5,49
도구,Noun,4,3
도구,Noun,5,2
도나,Noun,5,2
도달,Noun,5,1
도대체,Noun,1,1
도도,Noun,3,1
도도,Noun,4,2
도도,Noun,5,4
도렐,Noun,3,1
도로,Noun,3,1
도로,Noun,4,4
도로,Noun,5,6
도를,Verb,5,1
도리,Noun,3,1
도미,Noun,1,1
도민,Noun,5,5
도박,Noun,1,1
도보,Noun,3,5
도보,Noun,4,6
도보,Noun,5,26
도수영,Noun,5,1
도시,Noun,3,2
도시,Noun,4,2
도시,Noun,5,4
도시락,Noun,1,3
도심,Noun,3,2
도심,Noun,4,2
도안,Noun,1,1
도안,Noun,2,1
도안걸려요,Foreign,5,1
도약,Noun,4,1
도어,Noun,3,1
도어,Noun,4,1
도어,Noun,5,6
도와주고,Verb,5,1
도와주기,Verb,2,1
도와주더라구요,Verb,5,1
도와주려고,Verb,4,1
도와주려고,Verb,5,1
도와주면서도,Verb,5,1
도와주셔,Verb,5,1
도와주셔서,Verb,4,1
도와주셔서,Verb,5,6
도와주셨고,Verb,5,1
도와주셨는데,Verb,5,1
도와주셨다,Verb,5,2
도와주셨던,Verb,5,4
도와주셨습니다,Verb,4,1
도와주셨습니다,Verb,5,3
도와주셨어요,Verb,4,1
도와주시,Verb,5,1
도와주시고,Verb,5,3
도와주시는,Verb,5,2
도와주시는게,Verb,5,1
도와주시더라구요,Verb,5,1
도와주시려고,Verb,5,1
도와주신,Verb,5,9
도와주신건,Verb,5,1
도와준,Verb,5,2
도와줄,Verb,1,1
도와줘서,Verb,5,1
도우미,Noun,4,1
도움,Noun,1,2
도움,Noun,2,2
도움,Noun,3,1
도움,Noun,4,2
도움,Noun,5,24
도저히,Noun,1,1
도저히,Noun,2,1
도저히,Noun,3,1
도전,Noun,5,1
도정,Noun,3,1
도중,Noun,5,1
도차,Noun,5,1
도착,Noun,1,1
도착,Noun,2,1
도착,Noun,3,3
도착,Noun,4,18
도착,Noun,5,41
도청,Noun,4,1
도출,Noun,5,1
도편,Noun,5,1
도하,Noun,5,1
독립,Noun,5,1
독보,Noun,3,1
독자,Noun,3,1
독자,Noun,5,1
독채,Noun,4,1
독특하고,Adjective,5,1
독한,Adjective,3,1
돈,Noun,1,14
돈,Noun,2,1
돈,Noun,3,1
돈,Noun,4,5
돈,Noun,5,6
돈가스,Noun,5,1
돈까스,Noun,4,2
돈까스,Noun,5,1
돋보였습니다,Verb,5,1
돋보이게,Verb,5,1
돋자리,Verb,5,1
돌,Noun,1,1
돌,Noun,3,2
돌,Noun,4,3
돌,Noun,5,3
돌고,Verb,5,2
돌기,Noun,5,1
돌려,Verb,4,1
돌렸습니다,Verb,5,1
돌아,Verb,1,1
돌아,Verb,4,1
돌아,Verb,5,1
돌아가,Verb,4,1
돌아가네요,Verb,5,1
돌아가는,Verb,1,2
돌아가는,Verb,4,1
돌아가는,Verb,5,1
돌아간것,Verb,5,1
돌아갑니다,Verb,4,1
돌아갑니다,Verb,5,3
돌아다녔고요,Verb,2,1
돌아다녔습니다,Verb,5,1
돌아다니,Verb,5,1
돌아다니기,Verb,4,1
돌아다니긴,Verb,4,1
돌아다니는,Verb,3,1
돌아다니는,Verb,5,2
돌아다니니까,Verb,5,1
돌아다니면,Verb,4,1
돌아다니면서,Verb,1,1
돌아다니지,Verb,5,2
돌아보기도,Verb,5,1
돌아볼,Verb,4,1
돌아오는,Verb,5,2
돌아오니,Verb,4,1
돌아오면,Verb,4,1
돌아오면,Verb,5,1
돌아올,Verb,5,3
돌아옴,Verb,4,1
돌아와,Verb,4,1
돌아와,Verb,5,1
돌아와서,Verb,4,1
돌아왔네요,Verb,5,1
돌아왔습니다,Verb,5,4
돌아왔어요,Verb,4,1
돌아왔을,Verb,3,1
돌아왔을,Verb,5,1
돌았는데,Verb,5,1
돌어,Verb,5,1
돌잔치,Noun,5,1
돌지,Verb,4,1
돌지난,Verb,5,1
돔,Noun,4,1
돔베돈,Noun,4,1
돕기,Noun,3,1
동,Modifier,1,2
동,Modifier,3,2
동,Modifier,4,13
동,Modifier,5,47
동,Noun,1,1
동,Noun,5,1
동기,Noun,5,1
동기부여,Noun,5,1
동남,Noun,3,1
동남아,Noun,4,2
동남아,Noun,5,3
동네,Noun,1,1
동네,Noun,3,2
동네,Noun,5,2
동도,Noun,5,1
동떨어져,Adjective,4,1
동료,Noun,5,1
동문,Noun,3,1
동문,Noun,4,5
동문,Noun,5,13
동물,Noun,5,1
동반,Noun,1,5
동반,Noun,2,1
동반,Noun,4,1
동반,Noun,5,14
동부,Noun,3,1
동부,Noun,4,3
동산,Noun,2,1
동생,Noun,4,1
동생,Noun,5,7
동선,Noun,1,2
동선,Noun,2,1
동선,Noun,3,2
동선,Noun,4,8
동선,Noun,5,14
동시,Noun,1,1
동시,Noun,3,2
동시,Noun,4,1
동시,Noun,5,3
동심,Noun,4,1
동심,Noun,5,3
동안,Foreign,4,2
동안,Foreign,5,9
동안,Noun,1,3
동안,Noun,2,4
동안,Noun,3,5
동안,Noun,4,8
동안,Noun,5,37
동안의,Foreign,5,1
동요,Noun,5,1
동의,Noun,1,1
동의,Noun,5,1
동인,Noun,3,1
동일,Noun,2,1
동일,Noun,5,1
동일하게,Adjective,5,1
동일한,Adjective,4,1
동전,Noun,1,1
동쪽,Noun,5,8
동창,Noun,5,1
동하,Noun,5,1
동행,Noun,4,2
동행,Noun,5,2
돼,Verb,4,1
돼,Verb,5,4
돼고,Verb,4,1
돼서,Verb,1,3
돼서,Verb,4,4
돼서,Verb,5,3
돼어,Verb,2,1
돼요,Verb,3,1
돼요,Verb,4,1
돼요,Verb,5,2
돼있고,Verb,1,1
돼있고,Verb,5,1
돼있었는데,Verb,1,1
돼있었음,Verb,1,1
돼지,Noun,1,1
돼지,Noun,2,1
돼지,Noun,4,10
돼지,Noun,5,23
됏다,Noun,1,1
됐겠구나,Verb,1,1
됐네요,Verb,5,2
됐는데,Verb,4,1
됐는데,Verb,5,4
됐는지,Verb,4,1
됐다,Verb,4,1
됐다,Verb,5,1
됐다가,Verb,5,1
됐습니다,Verb,4,1
됐습니다,Verb,5,6
됐어도,Verb,5,1
됐어요,Verb,2,1
됐어요,Verb,3,1
됐어요,Verb,4,1
됐어요,Verb,5,5
