no,nickname,text,score,like,time,hotel,grade,stay
593,Hunkim seoul,주변에 맛집이나 이런게 없어서 정말 리조트 처럼 안에서 모든걸 해결 하실 분들께는 너무 좋을 것 같아요. 기본적으로 하드웨어는 최고입니다.,4,99,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
594,tiger7474kr,7세 9세 12세 아이셋이 체험했어요 친절한 선생님이 잘 지도해주셔서 아이들이 너무 재미있었다고 해요 1시간 체험인데 1시간30동안이나 친절히 잘 지도해주시고 구워온 쿠키도 너무 맛있었어요^^ 좋은 시간만들아주셔서 감사해요 애들도 쿠키만들기가 이번여행에서 가장 즐거웠다고해요 ㅎ 담번에 꼭 다시 쿠깅클라스 체험 와야겠어요^^,5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
595,sunny6745,아이들이 좋아하는 딸기케익크 만들기 참여했어요 평소 베이킹에 관심많은 아이들이라서 아이들이 너무 좋아 했어요~^^,5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
596,Hansol Kim,두번째 방문입니다♡ 메리어트관 깨끗하고 만족스러워요 조식도 좋았습니다♡ 수영장도 깨끗하고 직원분들도 친절해요. 다음번 방문도 또 오겠습니다^^,5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
597,진영 안,"첫인상 프론트 스탭언니 넘넘 친절하구욤~~사회적 거리두기 기간이라 고민하다 왔는데 체크인 전에 문진표, 온도측정 꼼꼼히 해주시네요. 다만 운영 안하는 시설이 좀 있는건 어쩔수 없죠. 그나마 테마파크랑 모실 실내수영장은 이용 가능해서 좋았어요. 지금 투숙객 프로모션으로 신화관 회원가입(BON VOY 별도운영)하면 무료숙박권 지급의 혜택도 있어서 더더 좋았습니다.^^",5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
598,PDC,"2년 다녀오고 이번 2번째 방문이었는데, 만족하였습니다. 특히 직원분들 너무 친절하셨어요. 요즘 따로 교육을 하시는지 고객을 배려하는 맘이 직원분들 대할때마다 느껴졌습니다. 다음에 또 방문하고 싶습니다.",5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
599,pamplemousse,"제주 일정 중 기존의 다른 숙소의 체크아웃 시간이 일러서 메리엇 체크인까지 긴 시간 대기를 해야하는 상황이었는데, 리셉션에 계신 제니퍼(Jennifer)직원 분이 얼리 체크인을 도와주셨습니다. 그리고 투숙 목적이 특별한 날인 것을 미리 알아주셔서 룸 위치도 신경을 써주셨습니다. 고객에게 차분히 응대하면서도 항상 밝고 상냥한 서비스에 2박만 예정이었던 숙박을 변경하여 추가로 3박을 더 하고 돌아왔습니다. 신화월드 메리어트의 접근성이나 규모보다도 직원분들의 친절함이 또 숙박하고 싶은 이유가 됐습니다. 제니퍼님 너무 감사드립니다. 여러 스텝 여러분 덕분에도 더욱 행복한 기념일로 기억될 것 같습니다.",5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
600,jiyoung,"신화월드 메리어트관 스위트룸에 가족과 같이 놀러왔는데, 편안하고 즐거운 시간을 보내고 갑니다 :) 처음에 가습기와 아이를위한 침대가드를 요청하였는데, 미리 준비를 해주셨네요 다음에 또 놀러오겠습니다 ~",5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
601,신지원,직원분들이 너어어어어어무 친절하셔서 하루종일 기분이 좋았어요 그리고 자동으로 되어있는게 많아서 신기하고 마치 재벌이된 기분이였어요 다음에 제주도 오면 꼭 다시 올꺼에요!,5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
602,seol,가습기가필요해 요청했더니 수량이없었으나 직원분께서 구해주셨습니다 친절하고 좋습니당 하지만 코로나로인하여 수건을 직접들고 수영장가야는점 아쉽네용,4,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
603,킴졔,제주도에 호캉스를 위해 스위트룸에 1박했습니다~ 엄청 깨끗하고 방도 엄청 크더라구요!! 제주도 여러 호텔을 다녀봤지만 이때까지 다녀본 호텔 중 제일 좋더라구요!! 다음에 제주도에 놀러온다면 꼭 다시 올거에요~ㅎㅎ 정말정말 대만족하고 갑니다ㅎㅎ,5,1,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
604,Hansol Wie,작년 회사 워크샵으로 방문시 받았던 느낌이 좋아 이번 태교여행 숙소로 망설임 없이 선택하였습니다. 룸 컨디션도 아주 깨끗했고 침구류도 만족스러웠으며 조식도 이틀동안 메뉴가 조금씩 바뀌어서 다양하게 맛볼 수 있었습니다. 시기가 시기이니만큼 스텝분들이 위생에 신경써주셔서 안심이 되었고 모두가 친절히 대해주셔서 편안히 지내다 돌아갑니다.,5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
605,Sjh,제주도 여러번 방문하면서 여러 숙소들을 갔었지만 앞으로는 신화월드만 올 것 같아요 호텔 내 부대시설들이 많아서 굳이 밖에 나가지 않아도 될만큼 좋았어요 저는 온수 수영장을 위해서 선택했었는데 물온도도 좋고 샤워시설도 깨끗하게 관리가 되고 있다는 인상을 받았어요 그리고 수영을 끝내고 나와서도 숙소까지 이동하는동안 추울까봐 대형타월을 더 챙겨주시던 직원분도 계셨고 제주도 추운 바람에 피부 상할까 카드와 함께 팩도 챙겨주시고 너무 친절하고 좋았습니다~ 제주 서쪽 남쪽 이동하기에 호텔 위치가 좋았고 동쪽도 고속도로타고 무리없이 이동 가능했던 것 같아요 다만 편의점이 한곳이라 조금 멀게 느껴졌는데 필요하신 물건은 미리 한번에 구매하시면 좋을 것 같아요,5,0,2020.04,메리어트관 제주신화월드 앤 리조트,5,2020.04
606,Mr.Kang,비 때문에 짐은 많고 힘든 일정이었는데ㅠㅠ 호텔 처음 들어서자마자부터가 달랐어요. 체크인부터 도와주셨던 이다인 직원분덕분에 끕끕한 오늘 공기청정기도 도움 받을수 있었구요 ㅠㅠ 너무 잘 머물다 가는거 같아서 좋아요. 다음번 제주 여행에도 오고 싶은 느낌을 만들어 주셔서 너무 감사합니다 !!,5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
607,MINWOOLEE,"제주도에 2주동안 여행와서 여러 호텔에서 묵었지만 이곳 신화월드가 단연코 1등입니다. 지어진지 얼마 안된 청결한 시설, 수많은 즐길거리와 맛집 및 부대시설 등 하루종일 리조트에서 시간을 보내도 될 정도로 훌륭합니다. 제주도에 방문하신다면 이곳 신화월드 강추드립니다!",5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
608,eundu,2박 3일 있었는데 너무 좋았어요!! 다음에 또 올거예용~!! 직원분들도 너무 친절하시고 호텔도 좋아요~! 조식도 괜찮고 안에서 할 수 있는것도 많아서 좋습니다^^,5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
609,장해빈,저희 결혼식 끝나고 신혼여행이 취소되서 휴식 겸 제주도 방문하면서 이용했어요! 직원분들 다 친절하시고 특히 체크인 도와주셨던 이다인 직원님 너무 친절하셨어요!! 덕분에 좋은 여행 하고 왔습니다 감사합니다 !!,5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
610,unooos,"적극적인 서비스 신화월드 메리어트관에서 1박을 보냈습니다. 전체적인 서비스는 메리어트 브랜드에 맞게 만족스러웠고 친절했습니다. 그 중에 기억에 남는 서비스에 대해 감사를 남기려합니다. 저희가 밤늦게 도착했을때 늦은시각 이라 그런지, 아님 다른업무를 하고 계셨는지 도어와 벨팀으로 보이는 분들이 안계셨습니다. 그래서 프론트 한분과 다른 여성직원 두분이 저희를 응대해 주셨습니다. 여성직원이 주차장 이용에 대해 설명해주었고, 저는 다음날 체크아웃하고 편하게 가기 위해서 차를 지하로 옮기려고 했습니다. 하지만 짐이 무거워 여자친구 혼자 들고 방에 갈 수 없었고, 벨팀이 안보여서 제가 방에 짐을 옮겨놓고 차를 옮기려 했습니다. 시간이 많이 걸리겠지만, 제가 보기엔 여성직원분이 옮기긴 무거운 짐이라 제가 직접 옮기려고 했습니다. 그런데 주차장 이용을 설명해주었던 여성직원이 먼저 다가와 주차를 다시 할꺼면 짐을 카트에 옮겨주시겠다며 무거운 짐을 직접들고 카트로 옮겨주셨습니다. 짐을 카트로 옮기는게 특별한서비스는 아니지만 본인 몸집만한 짐이라도 먼저 적극적으로 서비스하려는 모습에 감사함을 느껴 이렇게 후기를 남깁니다.",5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
611,Suhyun Jo,"밤 늦게 호텔에 도착하게되어 가까운 주차장을 찾느라 조금 돌았는데 겨우 주차 후 입구로 가는 길에 어떻게아시곤 벨레이디 직원분께서 문 밖으로 마중나와 짐 도움 주시며 반갑게 맞이해주셔서 굉장히 인상적이었습니다. 체크인 도와주신 이다인 지배인님께서도 친절하고 꼼꼼하게 호텔 내 이용시설을 안내해주셔서 잠깐이었지만 늦은 시간에도 수영장 이용 할 수 있었어요 :) 실외 수영장은 못가서 아쉽지만..! 또, 조심스레 부탁드린 레이트 체크아웃 요청에도 친절히 도와주신 덕분에 제주에서의 마지막 밤을 아주 편안하고 여유롭게 보낼 수 있었습니다 감사합니다. 아 그리고 처음 저희를 맞이해주시며 짐 도움 주셨던 벨레이디 직원분의 존함을 확인하지 못해 아쉽네요ㅠㅠ 짐 옮겨주시며 객실 내 용품들의 위치나 어려울 수 있는 파워버튼 조절법 등 알려주셔서 헤매지않고 너무 편안히 투숙 할 수 있었습니다. 룸서비스도 시켰었는데 메뉴에도 없는 편마늘 요청드렸지만 늦은 밤에도 친절하게 도움주신 AYS 직원분과 룸서비스 직원분께도 꼭 감사 말씀 드리고싶어요. 최상급의 룸 컨디션보다도 더 인상적이었던 직원분들의 친절함에 부모님 모시고 꼭 다시 방문하고싶네요. 다시 한 번 좋은 추억 남겨주신 모든 메리어트 신화월드 직원분들께 감사드립니다",5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
612,youngok,편안하게 쉴수있었어요. 전에 이용했을때는 부대시설 잘되어있어 놀기 좋았는데 이번엔 조금 아쉬웠어요. 조금더 신경써주었음 좋겠네요.,5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
613,Seongwoon Lee,"디럭스킹에 있었는데 방 컨디션도 너무 좋았고, 특히 직원분들이 너무 친절했어요. 모실 클럽 수영장도 온수풀이라 좋았네요.",5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
614,태태맘,일단 직원부들 모두다 넘 친절하세요~ 입구부터 룸까지 같이 동행해주시고 샤워실과화장실이 분리되서 좋으네요~ 두아들과 머물기좋은 방크기네요 ~ 실내수영장 물 따뜻해서 애들 좋아함 냉탕 온탕 사우나까지 있고요~ 애들이 또 오자고 합니다 ㅎ,4,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
615,좋은소리,가족이 함께 여행하기에 너무나 좋은 장소입니다. 리셉션에서 부터 너무나 친절하게 가는 동선까지 전부 체크해 주시고. 깨끗한 침구. 적당하게 이용 가능한 미니바. 친절하시게도 요즘 시국때문인지 공기청정기도 챙겨주시고.. 수준급의 식당들과(특히 르쉬느아. 북경오리 너무좋았어요) 그리고 손이가는 음식이 더 많은 뷔페. 아주 좋았습니다~ 가족여행으로 강추 입니다~!,5,2,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
616,심지영,코로나때문에 못하는게 너무 많아서 아쉽긴했지만 그 외에 모든게 좋았어요 친절하고 깨끗하고 짐도 옮겨주셨어요 친절친절,4,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
617,meshoot,시설과 직원들분의 친절도에 만족합니다 원하면 공기청정기 가습기등 필요한 물품이 잘 구비되어있었고 주변환경이 넘 좋아서 제대로 힐링합니다. 주변에도 볼거리 먹을거도 많이 있어서 접근성면에서도 만점주고싶네요^^,5,0,2020.03,메리어트관 제주신화월드 앤 리조트,5,2020.03
618,GoPlaces538014,직원분들도 친절하시고 부대시설 인테리어 등등 넘 좋아요~!!!! 깨끗하고 모든게 만족스럽습니다. 위치도 좋네요 또방문하고싶네요~~^^,5,0,2020.02,메리어트관 제주신화월드 앤 리조트,5,2020.02
619,kimmy,"호텔 앞에서 반갑게 따뜻한 미소로 맞이해주는 직원분과 원활하고 세심한 설명이 이어지는 체크인이 좋았습니다. 객실로 안내를 받아 들어왔을때, 객실의 정갈함과 깨끗한 침구들이 신화월드 메리어트 객실을 선택함에 기대 이상의 만족감을 주었습니다. 제주선에서 풍성한 한상차림메뉴는 오감을 만족시킬 만한 식사였습니다. 다음날 조식은 스카이 레스토랑을 이용하였는데, 직원들의 친절함과 쉐프들의 세심한 음식 설명들이 음식의 맛을 더욱 돋보이게 하였습니다. 모실 수영장 및 라운지들도 이용하기에 매우 편리하였습니다. 매우 만족합니다",5,0,2020.02,메리어트관 제주신화월드 앤 리조트,5,2020.02
620,미리 최,"공항과 호텔간 셔틀버스가 있어서 편하게 갈 수 있어요. 스위트 객실에는 에르메스 어메니티가 있어요. 스카이풀은 따뜻한 물이라 겨울에도 이용할 수 있는데다 아름다운 인피니티 풀이예요. 직원들이 모두 친절하고 가족처럼 대해주며, 특히 컨시어지의 직원들은 놀라울 정도로 친근해요. Jane, Adam 덕분에 편안하고 행복한 여행을 할 수 있었어요.",5,22,2020.02,메리어트관 제주신화월드 앤 리조트,5,2020.01
